record_key,doi,title,publication_year,record_type,families,screening_priority,title_priority_score,priority_reasons,source_type_bucket,source_type_next_action
doi:10.17615/7rpp-yj24,10.17615/7rpp-yj24,GEOGRAPHIC VARIATION AMONG HERBIVORE POPULATIONS IN TOLERANCE FOR A CHEMICALLY RICH SEAWEED,2021,article,antagonist,P3,3,identified_partner_title;published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1002/ajb2.1786,10.1002/ajb2.1786,"Herbivory and jasmonate treatment affect reproductive traits in wild Lima bean, but without transgenerational effects.",2021,"Journal Article,Research Support, Non-U.S. Gov't",antagonist;mutualist,P3,3,identified_partner_title;published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.3897/jhr.88.73532,10.3897/jhr.88.73532,Higher developmental temperature increases queen production and decreases worker body size in the bumblebee Bombus terrestris,2021,article,mutualist,P3,3,identified_partner_title;published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1093/treephys/tpaa151,10.1093/treephys/tpaa151,Identification of early and late flowering time candidate genes in endodormant and ecodormant almond flower buds.,2021,"Journal Article,Research Support, Non-U.S. Gov't",mutualist,P3,3,timing_title;published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1111/afe.12464,10.1111/afe.12464,Increased compositional heterogeneity of mass‐flowering orchard crops does not promote wild bee abundance in orchards,2021,article,mutualist,P3,3,identified_partner_title;published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1111/1442-1984.12327,10.1111/1442-1984.12327,Increased variation in sex organ positions can increase reciprocity and pollination success in heterostylous plant populations,2021,article,mutualist,P3,3,identified_partner_title;published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1111/1365-2745.13694,10.1111/1365-2745.13694,Individual‐based plant–pollinator networks are structured by phenotypic and microsite plant traits,2021,article,mutualist,P3,3,identified_partner_title;published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1002/ecy.3334,10.1002/ecy.3334,Migration distance and maternal resource allocation determine timing of birth in a large herbivore.,2021,"Journal Article,Research Support, Non-U.S. Gov't,Research Support, U.S. Gov't, Non-P.H.S.",antagonist,P3,3,identified_partner_title;published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1038/s41598-021-98068-8,10.1038/s41598-021-98068-8,Phenology of Oithona similis demonstrates that ecological flexibility may be a winning trait in the warming Arctic.,2021,"Journal Article,Research Support, Non-U.S. Gov't",antagonist,P3,3,timing_title;published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1002/ece3.7203,10.1002/ece3.7203,Plant species with the trait of continuous flowering do not hold core roles in a Neotropical lowland plant-pollinating insect network.,2021,Journal Article,mutualist,P3,3,identified_partner_title;published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1111/ele.13823,10.1111/ele.13823,Plants and pollinators: Will natural selection cause an imbalance between nectar supply and demand?,2021,Journal Article,mutualist,P3,3,identified_partner_title;published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1111/njb.02976,10.1111/njb.02976,"Pollination biology and breeding system analysis of Ulmus wallichiana Planchon (Ulmaceae), a rare and threatened tree species of Central and Western Himalaya",2021,article,mutualist,P3,3,identified_partner_title;published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1007/s00114-021-01764-8,10.1007/s00114-021-01764-8,Pollination generalization and reproductive assurance by selfing in a tropical montane ecosystem.,2021,Journal Article,mutualist,P3,3,identified_partner_title;published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1016/j.ecochg.2021.100043,10.1016/j.ecochg.2021.100043,Pollinator-mediated reproductive consequences of altered co-flowering under climate change conditions depend on abiotic context,2021,article,mutualist,P3,3,identified_partner_title;published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1016/j.jnc.2021.126120,10.1016/j.jnc.2021.126120,"Rarity up in the mountain: Ecological niche modeling, phenology, and reproductive biology of the most commercialized Masdevallia species",2021,article,mutualist,P3,3,timing_title;published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.3390/plants10091907,10.3390/plants10091907,Reproductive Biology and Pollination Ecology of Berberis lycium Royle: A Highly Valued Shrub of Immense Medicinal Significance.,2021,Journal Article,mutualist,P3,3,identified_partner_title;published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1080/23818107.2021.1872041,10.1080/23818107.2021.1872041,Revisiting pollination mode in chestnut (Castanea spp.): an integrated approach,2021,article,mutualist,P3,3,identified_partner_title;published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1139/cjb-2021-0021,10.1139/cjb-2021-0021,Seasonal variation in air temperature drives reproductive phenology of entomophilous plants in a cool-temperate mire community,2021,article,mutualist,P3,3,timing_title;published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1016/j.jtherbio.2021.103031,10.1016/j.jtherbio.2021.103031,Temperature-dependent phenology of the parasitoid Fopius arisanus on the host Bactrocera dorsalis.,2021,Journal Article,antagonist,P3,3,timing_title;published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1111/een.13064,10.1111/een.13064,The specialist of a specialist: the natural history of the predispersal seed predator weevil Hemicolpus abdominalis (Coleoptera: Curculionidae),2021,article,antagonist;mutualist,P3,3,identified_partner_title;published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1111/oik.08860,10.1111/oik.08860,Timing of short‐term drought structures plant–herbivore dynamics,2021,article,antagonist,P3,3,identified_partner_title;published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1016/j.cub.2020.06.056,10.1016/j.cub.2020.06.056,Climate Change Strengthens Selection for Mast Seeding in European Beech.,2020,"Journal Article,Research Support, Non-U.S. Gov't",antagonist;mutualist,P3,3,identified_partner_title;published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1098/rspb.2020.0649,10.1098/rspb.2020.0649,Community-level reorganizations following migratory pollinator dynamics along a latitudinal gradient.,2020,"Journal Article,Research Support, Non-U.S. Gov't",mutualist,P3,3,identified_partner_title;published_article_type,published_research_candidate,manual_biological_estimand_screen
titleyear:competition between wild bees and manged honeybees|2020,,Competition between wild bees and manged honeybees,2020,article,mutualist,P3,3,identified_partner_title;published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1002/ece3.6488,10.1002/ece3.6488,"Diet of a rare herbivore based on DNA metabarcoding of feces: Selection, seasonality, and survival.",2020,Journal Article,antagonist,P3,3,identified_partner_title;published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1007/s11427-019-1678-6,10.1007/s11427-019-1678-6,Divergence in flowering time is a major component contributing to reproductive isolation between two wild rice species (Oryza rufipogon and O. nivara).,2020,Journal Article,mutualist,P3,3,timing_title;published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1002/ece3.6312,10.1002/ece3.6312,Divergent selection on flowering phenology but not on floral morphology between two closely related orchids.,2020,Journal Article,mutualist,P3,3,timing_title;published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1007/s00114-020-01711-z,10.1007/s00114-020-01711-z,Does leaf flushing in the dry season affect leaf traits and herbivory in a tropical dry forest?,2020,article,antagonist,P3,3,identified_partner_title;published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1093/aob/mcaa118,10.1093/aob/mcaa118,Does masting scale with plant size? High reproductive variability and low synchrony in small and unproductive individuals.,2020,"Journal Article,Research Support, Non-U.S. Gov't,Research Support, U.S. Gov't, Non-P.H.S.",antagonist,P3,3,timing_title;published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1016/j.chnaes.2020.09.010,10.1016/j.chnaes.2020.09.010,Effect of volatiles emitted from wilted Populus nigra L. leaves on the mating and oviposition of Helicoverpa armigera (Hübner),2020,article,antagonist,P3,3,identified_partner_title;published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.13102/sociobiology.v67i2.4846,10.13102/sociobiology.v67i2.4846,Effects of ants on pollinator performance in a distylous pericarpial nectary-bearing Rubiaceae in Brazilian Cerrado,2020,article,antagonist;mutualist,P3,3,identified_partner_title;published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1002/ajb2.1533,10.1002/ajb2.1533,Facilitation with a grain of salt: reduced pollinator visitation is an indirect cost of association with the foundation species creosote bush (Larrea tridentata).,2020,"Journal Article,Research Support, Non-U.S. Gov't",mutualist,P3,3,identified_partner_title;published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.3389/fpls.2020.00536,10.3389/fpls.2020.00536,"Flowering Phenology Shifts in Response to Functional Traits, Growth Form, and Phylogeny of Woody Species in a Desert Area.",2020,Journal Article,mutualist,P3,3,timing_title;published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1111/1365-2435.13633,10.1111/1365-2435.13633,Fungal volatiles influence plant defence against above‐ground and below‐ground herbivory,2020,article,antagonist,P3,3,identified_partner_title;published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1111/jen.12791,10.1111/jen.12791,Infestation of fruit by conspecific and heterospecific females deters oviposition in two Tephritidae fruit fly species,2020,article,antagonist,P3,3,identified_partner_title;published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1111/1365-2664.13787,10.1111/1365-2664.13787,Insufficient native pollinators during artificially induced early flowering decrease yield and long‐term economic viability of a tropical fruit crop,2020,article,mutualist,P3,3,identified_partner_title;published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.3390/plants9111509,10.3390/plants9111509,Intraspecific Seasonal Variation of Flowering Synchronization in a Heterodichogamous Tree.,2020,Journal Article,mutualist,P3,3,timing_title;published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.3390/metabo10050214,10.3390/metabo10050214,Metabolomic Profiling of Nicotiana Spp. Nectars Indicate That Pollinator Feeding Preference Is a Stronger Determinant Than Plant Phylogenetics in Shaping Nectar Diversity.,2020,Journal Article,mutualist,P3,3,identified_partner_title;published_article_type,published_research_candidate,manual_biological_estimand_screen
